StockCode,Description,Sentiment,Confidence
20617,FIRST CLASS PASSPORT COVER ,Neutral,0.8269
20662,FIRST CLASS HOLIDAY PURSE ,Neutral,0.8255
40001, WHITE BAMBOO RIBS LAMPSHADE,Neutral,0.7552
90060F,FIRE POLISHED GLASS NECKL GREEN,Neutral,0.7318
90060C,FIRE POLISHED GLASS NECKL SILVER,Neutral,0.7066
90060D,FIRE POLISHED GLASS NECKL BRONZE,Neutral,0.7676
84819,DANISH ROSE ROUND SEWING BOX,Neutral,0.8621
37483,ENGLISH ROSE MUG IN GIFT BOX,Neutral,0.8813
21084,SET/6 COLLAGE PAPER CUPS,Neutral,0.8446
20735,BLACK MINI TAPE MEASURE ,Neutral,0.8546
84795A,PASTEL STRIPE HAMMOCK ,Neutral,0.7488
18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,Neutral,0.848
35909B,PINK FLOWERS RABBIT EASTER,Neutral,0.7281
20936,FORKED CACTUS CANDLE,Neutral,0.6963
35833P,4 PINK FLOCK CHRISTMAS BALLS,Neutral,0.8271
35833G,4 GOLD FLOCK CHRISTMAS BALLS,Neutral,0.798
84795B,SUNSET CHECK HAMMOCK,Neutral,0.8645
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,Neutral,0.8752
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,Positive,0.5703
17091F,SANDALWOOD INCENSE IN TIN,Neutral,0.8031
17091B,JASMINE TEA INCENSE IN TIN,Neutral,0.844
17091A,LAVENDER INCENSE IN TIN,Neutral,0.763
21950,SET OF 6 DOTS CHOPSTICKS,Neutral,0.8555
47589,CONGRATULATIONS BUNTING,Positive,0.9687
20973,12 PENCIL SMALL TUBE WOODLAND,Neutral,0.838
90214T,"LETTER ""T"" BLING KEY RING",Neutral,0.819
90214R,"LETTER ""R"" BLING KEY RING",Neutral,0.822
90214L,"LETTER ""L"" BLING KEY RING",Neutral,0.8133
90214N,"LETTER ""N"" BLING KEY RING",Neutral,0.8165
35976B,WHITE SCANDINAVIAN HEART CHRISTMAS,Neutral,0.7376
85043,RED HEART CANDY POP LIGHTS,Positive,0.5731
79340W,WHITE ORCHID FLOWER LIGHTS,Neutral,0.7994
84789,ENCHANTED BIRD PLANT CAGE,Neutral,0.7659
35537,CANDLE RING W/CLEAR BEADS,Neutral,0.8352
21293,MIRRORED DOVE WALL DECORATION,Neutral,0.8066
21370,MIRRORED WALL ART FOXY,Neutral,0.8622
21652,GLASS ETCHED T-LIGHT HOLDER MEDIUM,Neutral,0.8397
21204,DAISIES  HONEYCOMB GARLAND ,Neutral,0.7895
72753C,S/3 FLWR FAIRY ROSE CANDLES,Neutral,0.8302
72753D,S/3 FLWR FAIRY SUMMER CANDLES,Neutral,0.8426
21308,LOUVRE VANITY MIRROR,Neutral,0.8068
47554,S/3 COLOURS FLOCK TEA TOWELS,Neutral,0.8559
21906,PHARMACIE FIRST AID TIN,Neutral,0.8459
21563,RED HEART SHAPE LOVE BUCKET ,Positive,0.8475
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",Neutral,0.6662
20653,CHERRY BLOSSOM LUGGAGE TAG,Neutral,0.8189
84741C,CITRUS GARLAND FELT FLOWERS ,Neutral,0.729
85135C,RED DRAGONFLY HELICOPTER,Neutral,0.7724
21219,SET/4 BADGES BALLOON GIRL,Neutral,0.8554
21697,SET 5 MINI DOUGHNUT FRIDGE MAGNET ,Neutral,0.8466
90111,BLUE HIBISCUS  HAIR CLIP,Neutral,0.8132
90112,PINK DOLLY HAIR CLIPS,Neutral,0.7974
21689,SILVER VANILLA  FLOWER CANDLE POT,Neutral,0.7813
20757,RED DAISY POCKET BOOK ,Neutral,0.729
20763,DAISY SKETCHBOOK ,Neutral,0.7595
20769,DAISY JOURNAL ,Neutral,0.7689
72739C,DARK CHOCOLATE SCENTCANDLE,Neutral,0.7707
72740A,LARGE STRAWBERRY CHOCOLATE CANDLE,Neutral,0.764
84870B,BLUE GEISHA GIRL ,Neutral,0.7633
20731,POSY CANDY BAG,Neutral,0.5866
47590B,PINK HAPPY BIRTHDAY BUNTING,Positive,0.9722
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,Neutral,0.7385
15044A,PINK PAPER PARASOL ,Neutral,0.7364
85200,BUNNY EGG BOX,Neutral,0.6708
85194L,HANGING SPRING FLOWER EGG LARGE,Neutral,0.8331
84454,WOBBLING METAL CHICKEN EASTER,Neutral,0.8139
85196,EASTER BUNNIES ON A STICK,Neutral,0.7703
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,Neutral,0.6783
85186C,BUNNY EGG GARLAND,Neutral,0.6995
85186A,EASTER BUNNY GARLAND OF FLOWERS,Neutral,0.7828
22256,FELT FARM ANIMAL CHICKEN,Neutral,0.6352
22267,EASTER DECORATION EGG BUNNY ,Neutral,0.752
84459B,YELLOW METAL CHICKEN HEART ,Neutral,0.6456
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,Neutral,0.8456
21714,CITRONELLA CANDLE GARDEN POT,Neutral,0.771
82585,SWEET VALENCIA CANDLE+CUP,Neutral,0.6902
35598A,DUSTY PINK CHRISTMAS TREE 60CM,Neutral,0.7838
20755,BLUE PAISLEY POCKET BOOK,Neutral,0.7857
90002A,FLOWER BURST SILVER RING OPAL,Neutral,0.7936
90214K,"LETTER ""K"" BLING KEY RING",Neutral,0.8344
21361,LOVE LARGE WOOD LETTERS ,Positive,0.9202
85015,SET OF 12  VINTAGE POSTCARD SET,Neutral,0.91
84661A,WHITE SQUARE TABLE CLOCK,Neutral,0.802
84925D,LA PALMIERA WALL THERMOMETER,Neutral,0.8136
47016,LIGHT DECORATION BATTERY OPERATED,Neutral,0.7704
72128,COLUMBIAN CANDLE ROUND,Neutral,0.7972
22141,CHRISTMAS CRAFT TREE TOP ANGEL,Neutral,0.5746
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,Neutral,0.7534
35967,FOLK ART METAL STAR T-LIGHT HOLDER,Neutral,0.8737
20781,GOLD EAR MUFF HEADPHONES,Neutral,0.7992
16256B,FLOWER PENCIL/RUBBER+5 MINI PENCILS,Neutral,0.8611
71143,SILVER BOOK MARK WITH BEADS,Neutral,0.8301
16259,PIECE OF CAMO STATIONERY SET,Neutral,0.8877
16020C,CLEAR STATIONERY BOX SET ,Neutral,0.8408
90035A,"PEARL & SHELL 42""NECKL. GREEN",Neutral,0.8225
21722,SWEET PUDDING STICKER SHEET,Neutral,0.5015
47347B,BLUE FLOWER T-LIGHT HOLDER,Neutral,0.7524
84522,PINK PARTY SUNGLASSES,Neutral,0.6679
84746,PINK EASTER HENS+FLOWER,Neutral,0.7685
20705,MRS ROBOT SOFT TOY,Neutral,0.7322
90100,NECKLACE+BRACELET SET PINK DAISY,Neutral,0.8404
90099,NECKLACE+BRACELET SET BLUE HIBISCUS,Neutral,0.8563
20700,GREEN CAT FLORAL CUSHION COVER ,Neutral,0.8031
20701,PINK CAT FLORAL CUSHION COVER ,Neutral,0.772
21365,MIRRORED WALL ART STARS,Neutral,0.7773
21395,BLUE SPOTTY BEAKER ,Neutral,0.7075
21319,GLASS CHALICE GREEN  SMALL ,Neutral,0.771
72750D,F.FAIRY S/3 CANDLE/GLASS,Neutral,0.8077
35838A,S/6 MULTICOLOUR ORNAMENETAL CANDLE,Neutral,0.8672
16161E,WRAP BOUDOIR ,Neutral,0.7319
17039,INLAID WOOD INCENSE HOLDER,Neutral,0.7907
21130,COLOURFUL STANDING GNOME,Neutral,0.6955
17061,ASSORTED SHAPED STENCIL FOR HENNA,Neutral,0.8166
17084P,DRAGONS BLOOD INCENSE,Neutral,0.7793
21674,RIDGED GLASS PENDANT LAMPSHADE,Neutral,0.7799
16236,KITTY PENCIL ERASERS,Neutral,0.7074
22124,SET OF 2 TEA TOWELS PING MICROWAVE,Neutral,0.8871
47593A,CAROUSEL DESIGN BABY BIB,Neutral,0.7297
81985A,"ICON ALARM CLOCK,FUSCHIA  PIN UP",Neutral,0.8336
21065,BOOM BOX SPEAKER GIRLS,Neutral,0.7308
21400,RED PUDDING SPOON,Neutral,0.6843
21401,BLUE PUDDING SPOON,Neutral,0.7042
21222,SET/4 BADGES BEETLES,Neutral,0.7602
90214G,"LETTER ""G"" BLING KEY RING",Neutral,0.8352
90214P,"LETTER ""P"" BLING KEY RING",Neutral,0.8221
90214E,"LETTER ""E"" BLING KEY RING",Neutral,0.8222
90214I,"LETTER ""I"" BLING KEY RING",Neutral,0.8092
20615,BLUE SPOTTY PASSPORT COVER,Neutral,0.7527
84663A,GRASS HOPPER WOODEN WALL CLOCK ,Neutral,0.8091
20672,PINK TEATIME PRINT BOWL,Neutral,0.7829
20671,BLUE TEATIME PRINT BOWL ,Neutral,0.7468
21199,PINK  HEART CONFETTI IN TUBE,Neutral,0.6065
84744,S/6 SEW ON CROCHET FLOWERS,Neutral,0.8837
79191D,RETRO PLASTIC DAISY TRAY,Neutral,0.8078
84029D,LEOPARD PRINT HOT WATER BOTTLE,Neutral,0.7943
72800C,S/4 PINK DINNER CANDLE SILVER FLOCK,Neutral,0.8892
22108,PING! MICROWAVE PLATE,Neutral,0.778
20721,OWLS CHARLOTTE BAG,Neutral,0.7703
85171,S/2 HYACINTH BULB CANDLES,Neutral,0.862
47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,Neutral,0.8736
20910,VINTAGE PHOTO ALBUM PARIS DAYS,Neutral,0.8749
84539,KNITTED RABBIT DOLL ,Neutral,0.6718
20863,BLUE PATCH PENCIL CASE PINK HEART,Neutral,0.7227
21220,SET/4 BADGES DOGS,Neutral,0.735
21408,SPOTTY PINK DUCK DOORSTOP,Neutral,0.7739
21043,APRON MODERN VINTAGE COTTON,Neutral,0.8005
84617, NEW BAROQUE BLACK BOXES,Neutral,0.8178
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,Neutral,0.844
20689,RETRO SISTERS EXPRESSO CUPS,Neutral,0.8491
47480,HANGING PHOTO CLIP ROPE LADDER,Neutral,0.8878
85162B,BLACK RETRODISC LAMPSHADE,Neutral,0.8764
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,Neutral,0.7352
90081A,LILY BROOCH AMETHYST COLOUR,Neutral,0.8359
90192,JADE DROP EARRINGS W FILIGREE,Neutral,0.8484
20931,BLUE POT PLANT CANDLE ,Neutral,0.7337
20661,BLUE SPOTTY PURSE ,Neutral,0.6928
37467,PIG MUG IN TWO COLOUR DESIGNS,Neutral,0.7422
20803,SMALL PINK GLASS SUNDAE DISH,Neutral,0.8205
20799,PINK MILKSHAKE GLASS,Neutral,0.8092
22003,VINTAGE BLUE VACUUM FLASK 0.5L ,Neutral,0.8398
21520,BOOZE & WOMEN GREETING CARD ,Neutral,0.8309
22094,RED POLKA DOT TISSUE BOX,Neutral,0.7464
82076,BEECH WOOD PHOTO FRAME ,Negative,0.4806
20832,RED FLOCK LOVE HEART PHOTO FRAME,Positive,0.8255
85124B,BLUE JUICY FRUIT PHOTO FRAME,Neutral,0.8175
85124C,GREEN JUICY FRUIT PHOTO FRAME,Neutral,0.7787
21339,MARAKESH LANTERN LARGE,Neutral,0.7686
82484,WOOD BLACK BOARD ANT WHITE FINISH,Neutral,0.8947
47559B,TEA TIME OVEN GLOVE,Neutral,0.7269
22343,PARTY PIZZA DISH RED+WHITE SPOT ,Neutral,0.8223
72756, FAIRY CAKE CANDLES,Neutral,0.5382
85016,SET OF 6 VINTAGE NOTELETS KIT,Neutral,0.8758
22168,"ORGANISER WOOD, ANTIQUE WHITE ",Neutral,0.8539
35840,FLAT GLASS  BAUBLE WHITE FLOCK ,Neutral,0.7649
79030D,"TUMBLER, BAROQUE",Neutral,0.6966
21289,LARGE STRIPES CHOCOLATE GIFT BAG,Neutral,0.8358
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,Neutral,0.8013
22104,MIRROR MOSAIC CANDLE PLATE,Neutral,0.8406
85118,HEART T-LIGHT HOLDER,Neutral,0.6022
20670,VIP HOLIDAY PURSE,Neutral,0.7839
16033,MINI HIGHLIGHTER PENS,Neutral,0.8461
16048,TEATIME ROUND PENCIL SHARPENER ,Neutral,0.8287
84705B,FAIRY CAKES PHOTO FRAME,Neutral,0.5414
35923,CANDY HEART HANGING DECORATION,Neutral,0.7448
46118,FUNKY MONKEY CUSHION COVER,Neutral,0.7384
20895,VINTAGE NOTEBOOK FRENCH LETTER ,Neutral,0.8466
21336,GOLD WASHBAG,Neutral,0.7127
20898,VINTAGE NOTEBOOK TRAVELOGUE,Neutral,0.8663
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,Neutral,0.8812
21780,MA CAMPAGNE 4 DRAWER WALL SHELF,Neutral,0.8416
21847,GREEN  DIAMANTE PEN IN GIFT BOX,Neutral,0.8346
84615,PINK ROUND BUTTERFLY MIRROR ,Neutral,0.7712
84682,CLASSICAL ROSE DISH,Neutral,0.689
22056,CERAMIC PLATE LOVE HEART DESIGN,Positive,0.6994
17178,FLAT PALM T-LIGHT HOLDER,Neutral,0.7931
21904,HOUSE WRECKING METAL SIGN ,Neutral,0.6348
22139,11 PC CERAMIC TEA SET POLKADOT,Neutral,0.8668
21775,DECORATIVE FLORE BATHROOM BOTTLE,Neutral,0.7751
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,Neutral,0.8465
85230B,CINNAMON SCENTED VOTIVE CANDLE,Neutral,0.8297
85230E,STRAWBRY SCENTED VOTIVE CANDLE,Neutral,0.8526
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,Neutral,0.8402
90125B,AQUA BERTIE GLASS BEAD BAG CHARM,Neutral,0.8013
84564,6 SEGMENT COLOURED SNACK BOWL ,Neutral,0.819
85084,HOLLY TOP CHRISTMAS STOCKING,Neutral,0.7565
85034C,3 ROSE MORRIS BOXED CANDLES,Neutral,0.796
84968D,S/16 VINTAGE RED CUTLERY,Neutral,0.8644
84827,ASS DES PHONE SPONGE CRAFT STICKER,Neutral,0.7483
21721,CANDY SHOP  STICKER SHEET,Neutral,0.7527
21060,PARTY INVITES BALLOON GIRL,Neutral,0.8511
21675,BUTTERFLIES STICKERS,Neutral,0.7001
37340,MULTICOLOUR SPRING FLOWER MUG,Neutral,0.8582
37432,MUG PINK AND PURPLE ARABIC DESIGN,Neutral,0.8261
47503E,ASS FLORAL PRINT SCISSORS,Neutral,0.7842
47503H,ASS FLORAL PRINT SPIRIT LEVEL ,Neutral,0.7739
44265,M/COLOUR POM-POM CURTAIN,Neutral,0.8031
84678,CLASSICAL ROSE SMALL VASE,Neutral,0.7704
37484,ENGLISH ROSE TEA FOR ONE GIFT BOX,Neutral,0.8323
21757,LIGHTHOUSE PRINTED METAL SIGN,Neutral,0.8561
21659,GLASS CAKE STAND,Neutral,0.7002
20694,FLORAL PINK MONSTER,Neutral,0.7125
21701,SET 6 MINI SUSHI SET FRIDGE MAGNETS,Neutral,0.9175
20935,ROUND CACTUS CANDLE,Neutral,0.7201
BANK CHARGES, Bank Charges,Neutral,0.6599
21269,ANTIQUE CREAM CUTLERY SHELF ,Neutral,0.7774
21270,ANTIQUE CREAM CUTLERY CUPBOARD,Neutral,0.7414
21277,FRENCH STYLE EMBOSSED HEART CABINET,Neutral,0.7975
84849A,HELLO SAILOR BLUE SOAP HOLDER,Neutral,0.7848
20851,ZINC HEART LATTICE TRAY OVAL ,Neutral,0.789
84707B,PINK JEWELLED MIRROR TRINKET TRAY,Neutral,0.8466
35233,PASTA ENAMEL/BRASS CONTAINER,Neutral,0.8251
20666,ECONOMY HOLIDAY PURSE,Neutral,0.8179
85060,WOOD FAN WITH FLOWER DESIGN,Neutral,0.8794
85106,CUT GLASS HEXAGON T-LIGHT HOLDER,Neutral,0.8008
85169C,EAU DE NIL LOVE BIRD CANDLE,Positive,0.6303
85169A,IVORY LOVE BIRD CANDLE,Positive,0.887
21764,VINTAGE WOODEN PLATE RACK,Neutral,0.837
21309,LOUVRE CHALKBOARD,Neutral,0.7462
21836,GINGHAM OVEN GLOVE RED HEART ,Neutral,0.5399
21040,MODERN VINTAGE COTTON SHOPPING BAG,Neutral,0.8691
20997,ROSE DU SUD CUSHION COVER ,Neutral,0.8233
21616,4 PEAR BOTANICAL DINNER CANDLES,Neutral,0.8155
21275,ZINC TOP  2 DOOR WOODEN SHELF ,Neutral,0.8329
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,Neutral,0.8255
21062,PARTY INVITES SPACEMAN,Neutral,0.8254
21061,PARTY INVITES FOOTBALL,Neutral,0.8641
47502,POLKADOT CUTLERY 24 PCS IN TRAY,Neutral,0.8474
21053,ZINC HEART HANGER WITH HOOKS,Neutral,0.8109
21698,MOCK LOBSTER FRIDGE MAGNET,Neutral,0.7594
85130D,BEADED CRYSTAL HEART PINK LARGE,Neutral,0.7654
84549,CROCHET WHITE RABBIT KEYRING ,Neutral,0.7642
84551,CROCHET DOG KEYRING,Neutral,0.6885
21264,WHITE GOOSE FEATHER TREE 60CM ,Neutral,0.8611
21437,24 HANGING EASTER EGGS FLORAL TUB,Neutral,0.8649
46775A,BUBBLE GUM CHUNKY KNITTED THROW ,Negative,0.5923
84665,SQUARE CHERRY BLOSSOM CABINET,Neutral,0.8469
84666,SQUARE CHERRY BLOSSOM CABINET,Neutral,0.8469
84664,CHERRY BLOSSOM BATHROOM CABINET,Neutral,0.8095
79066K,RETRO MOD TRAY,Neutral,0.7648
84597B,RETRO BROWN BALL ASHTRAY ,Neutral,0.8578
84367,LA STREGA CANVAS PICTURE ,Neutral,0.8253
71215,METAL BASE FOR CANDLES,Neutral,0.81
17129F,DEEP BLUE GLASS GEMS IN BAG,Neutral,0.7908
79303D,LILAC FLOWER BLOCK TABLE LAMP,Neutral,0.8393
22244,"HOOK, 3 HANGER ,MAGIC GARDEN",Neutral,0.7578
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",Neutral,0.734
84869,CANDY BUTTON PHOTO ALBUM,Neutral,0.8681
20896,VINTAGE NOTEBOOK PINK FLOWER,Neutral,0.8333
20899,VINTAGE NOTEBOOK RED ROSE,Neutral,0.8505
84626,CANDY STRIPE ROSE QUILT,Neutral,0.7501
16162L,THE KING GIFT BAG,Neutral,0.7561
21228,"POCKET MIRROR ""GLAMOROUS""",Negative,0.5198
90120D,WHITE MURANO TWIST BRACELET,Neutral,0.8396
90120B,BLUE MURANO TWIST BRACELET,Neutral,0.803
90120A,PINK MURANO TWIST BRACELET,Neutral,0.7943
90027D,GLASS BEAD HOOP EARRINGS AMETHYST,Neutral,0.8161
90027B,GLASS BEAD HOOP EARRINGS MONTANA,Neutral,0.7998
20796,SMALL BLUE PROVENCAL CERAMIC BALL,Neutral,0.8453
20795,LARGE BLUE PROVENCAL CERAMIC BALL,Neutral,0.8417
21322,GLASS SPHERE CANDLE STAND LARGE ,Neutral,0.7716
22290,STANDING METAL RABBIT WITH EGG,Neutral,0.8482
21631,HIPPY CHIC DECORATIVE PARASOL,Neutral,0.7744
84972L,GIANT PINK HEART MEMO HOLDER,Neutral,0.757
16239,BALLERINA HEART DECORATION.,Neutral,0.8149
84919,L BLUE C/COVER W PINK/YELLOW FLOWER,Neutral,0.8265
84984C,ORIENTAL BLUE C/COVER ,Neutral,0.7724
84909A,PINK PAISLEY QUILT ,Neutral,0.7851
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,Neutral,0.8805
22233,JIGSAW RABBIT AND BIRDHOUSE,Neutral,0.8342
85018C,S/6 PAPER BOXES CURIOUS IMAGES ,Neutral,0.8592
21343,GOLD JEWELERY BOX,Neutral,0.7493
85121B,RETRO LAUNDRY TUB PINK,Neutral,0.8502
22316,200 BENDY SKULL STRAWS,Neutral,0.7384
22293,"SPRING DEC , HANGING CHICK  GREEN",Neutral,0.7775
35973,GERANIUM FOLKART HEART DECORATION,Neutral,0.8217
90057,DIAMANTE RING ASSORTED IN BOX.,Neutral,0.7664
35838B,S/6 SILVER ORNAMENETAL CANDLE,Neutral,0.8638
85020,ROUND PINK HEART MIRROR,Neutral,0.797
22217,T-LIGHT HOLDER HANGING LACE,Neutral,0.8427
35645,VINTAGE BEAD PINK JEWEL BOX,Neutral,0.811
82095,HEART BUTTONS JEWELLERY BOX,Neutral,0.7808
21808,"CHRISTMAS GARLAND STARS,TREES",Neutral,0.7785
17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,Neutral,0.8691
47341B,BLUE TABLE RUN FLOWER,Neutral,0.8057
85081,PADDED HOLLY CHRISTMAS DECORATION ,Neutral,0.8106
90214O,"LETTER ""O"" BLING KEY RING",Neutral,0.8239
90214B,"LETTER ""B"" BLING KEY RING",Neutral,0.8259
20993,JAZZ HEARTS MEMO PAD,Neutral,0.8414
84575B,BROWN DOG CANNISTER W BONE,Neutral,0.7681
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",Neutral,0.7127
84563A,PINK & WHITE BREAKFAST TRAY,Neutral,0.7856
17013B,ORIGAMI JASMINE INCENSE IN TUBE,Neutral,0.8426
17181,CIRCLE OF FRIENDS CANDLE HOLDER,Neutral,0.8455
35815B,"ACRYLIC JEWEL SNOWFLAKE,BLUE",Neutral,0.7804
35821B,"JEWELLED DECORATION,BLUE",Neutral,0.7748
35824B,"HANGING FLOWERS+MIRROR,BLUE",Neutral,0.8039
84685,BEACH HUT KEY CABINET,Neutral,0.8348
20707,CRAZY DAISY HEART DECORATION,Negative,0.5887
22236,CAKE STAND 3 TIER MAGIC GARDEN,Neutral,0.8525
21366,MIRRORED WALL ART PHOTO FRAMES,Neutral,0.8683
90214Z,"LETTER ""Z"" BLING KEY RING",Neutral,0.8364
16168M,FUNKY MONKEY GIFT BAG MEDIUM,Neutral,0.7921
16168S,FUNKY MONKEY GIFT BAG SMALL,Neutral,0.7479
22281,EASTER TREE YELLOW BIRDS,Neutral,0.7698
21167,WHITE SAGE INCENSE,Neutral,0.7378
17096,ASSORTED LAQUERED INCENSE HOLDERS,Neutral,0.4901
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,Neutral,0.8384
47597,NEW ENGLAND TEATOWELS,Neutral,0.8386
21278,VINTAGE KITCHEN PRINT PUDDINGS,Neutral,0.7738
35837,SET OF SIX SILVER+RED FLOCK BAUBLES,Neutral,0.8836
85230D,VANILLA SCENTED VOTIVE CANDLE,Neutral,0.8106
85230C,ROSE SCENTED VOTIVE CANDLE,Neutral,0.8298
20680,PINK FLOWERS CHILDS UMBRELLA,Neutral,0.7584
21096,SET/6 FRUIT SALAD  PAPER PLATES,Neutral,0.8869
20952,PORCELAIN CHERUB BELL SMALL,Neutral,0.7802
90214F,"LETTER ""F"" BLING KEY RING",Neutral,0.7901
85161,ACRYLIC GEOMETRIC LAMP,Neutral,0.7761
90058A,CRYSTAL STUD EARRINGS CLEAR DISPLAY,Neutral,0.827
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,Neutral,0.6165
90210B,CLEAR ACRYLIC FACETED BANGLE,Neutral,0.7397
90039C,FIRE POLISHED GLASS BRACELET BLACK,Neutral,0.8286
90194,SILVER LARIAT BLACK STONE EARRINGS,Neutral,0.8298
90040B,MURANO STYLE GLASS BRACELET BLACK,Neutral,0.8494
72708,SCULPTED ROUND IVORY CANDLE ,Neutral,0.8317
72771C,BLACK FLOCK GOLD CANDLE,Neutral,0.8441
16169G,WRAP ROMANTIC DECOUPAGE,Neutral,0.8247
84683,CLASSICAL ROSE CANDLESTAND,Neutral,0.8023
21117,BLOND DOLL DOORSTOP,Neutral,0.7072
85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,Neutral,0.8313
20663,QUEEN OF THE SKIES HOLIDAY PURSE ,Neutral,0.6312
21945,STRAWBERRIES  DESIGN FLANNEL ,Neutral,0.8275
21943,CAKES AND RABBITS DESIGN FLANNEL ,Neutral,0.7392
84414B,FUSCHIA/GREEN STRIPE WOOLLY BLANKET,Neutral,0.8525
16051,TEATIME PENCIL W STAMP ASST,Neutral,0.8235
85072,OCCASIONS GIFT CARD ASSORTMENT,Neutral,0.7929
21845,DAIRY MAID STRIPE MUG,Neutral,0.6681
90138,WHITE/PINK MINI CRYSTALS NECKLACE,Neutral,0.8789
90137,PINK COMBO MINI CRYSTALS NECKLACE,Neutral,0.8298
16119,FUNKY GIRL ADDRESS BOOK,Neutral,0.7458
47552A,DOTS IRONING BOARD COVER,Neutral,0.8659
47567B,TEA TIME KITCHEN APRON,Neutral,0.8283
84815,SET OF 3 DANISH ROSE PLANTERS,Neutral,0.887
72131,COLUMBIAN CANDLE RECTANGLE,Neutral,0.8214
90013A,MIDNIGHT BLUE VINTAGE EARRINGS,Neutral,0.8168
35631B,BLUE GREEN CHRISTMAS HANGING BALL ,Neutral,0.7591
22252,BIRDCAGE DECORATION MAGIC GARDEN,Neutral,0.833
72728,ROSE SCENT CANDLES IN GLASS,Neutral,0.7994
20884,MODERN CHRISTMAS TREE CANDLE ,Neutral,0.7964
20877,MODERN CHRISTMAS BAUBLE CANDLE ,Neutral,0.7911
20881,MODERN CHRISTMAS TREE CANDLE,Neutral,0.8003
22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",Neutral,0.8229
90177C,DROP DIAMANTE EARRINGS CRYSTAL,Neutral,0.6707
90177B,DROP DIAMANTE EARRINGS BLACK DIAMON,Neutral,0.8486
90177D,DROP DIAMANTE EARRINGS PURPLE,Neutral,0.8218
90177E,DROP DIAMANTE EARRINGS GREEN,Neutral,0.7816
90177A,CLASSIC DIAMANTE EARRINGS JET,Neutral,0.8061
90026C,GLASS BEAD HOOP NECKLACE GREEN,Neutral,0.7177
90069,RUBY GLASS CLUSTER NECKLACE,Neutral,0.7471
84876B,GREEN HEART COMPACT MIRROR,Neutral,0.7741
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,Neutral,0.9056
17090A,LAVENDER INCENSE 40 CONES IN TIN,Neutral,0.8345
85215,ASSORTED CHEESE FRIDGE MAGNETS,Neutral,0.7574
21758,VINTAGE SHELLS PRINT,Neutral,0.6882
21281,VINTAGE KITCHEN PRINT SEAFOOD,Neutral,0.8133
20848,ZINC HEART LATTICE CHARGER SMALL,Neutral,0.8179
20683,RAIN GIRL CHILDS UMBRELLA,Neutral,0.7988
84968A,S/16 VINTAGE ROSE CUTLERY,Neutral,0.8681
47504J,ENGLISH ROSE SET/3 GARDEN TOOLS,Neutral,0.9001
21894,POTTING SHED SEED ENVELOPES,Neutral,0.8361
84859C,PINK DISCO HANDBAG,Neutral,0.8271
84859A,SILVER DISCO HANDBAG,Neutral,0.7764
75131,METAL TUBE CHIME ON BAMBOO,Neutral,0.7696
85109,PINK BOUDOIR T-LIGHT HOLDER,Neutral,0.8063
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,Neutral,0.8685
21283,NATURAL BARK CANDLE SMALL,Neutral,0.7602
35607B,BLACK FEATHER CHRISTMAS DECORATION,Neutral,0.8625
21202,DOLLY HONEYCOMB GARLAND,Neutral,0.779
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,Neutral,0.8316
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,Neutral,0.8154
90024E,NEW BAROQUE B'FLY NECKLACE MONTANA,Neutral,0.8326
79340P,PURPLE ORCHID FLOWER LIGHTS,Neutral,0.6988
84659A,WHITE TRAVEL ALARM CLOCK,Neutral,0.796
35607A,PINK FLUFFY CHRISTMAS DECORATION,Neutral,0.6958
21307,SET/4 BUTTERFLY MIRROR MAGNETS,Neutral,0.895
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,Neutral,0.8749
35001C,HAND OPEN SHAPE CHROME,Neutral,0.741
16207B,PINK HEART RED HANDBAG,Neutral,0.7526
21415,CLAM SHELL SMALL ,Neutral,0.4895
35936,CERISE+GOLD CHRISTMAS TREE DEC,Neutral,0.8393
